Symbol_hg	Symbol_mm	ID
12459	SLC39A14	Slc39a14	SLC39A14_Slc39a14
12460	GABPB2	Gabpb2	GABPB2_Gabpb2
12461	FAM126B	Fam126b	FAM126B_Fam126b
12462	TMEM71	Tmem71	TMEM71_Tmem71
12463	WDR19	Wdr19	WDR19_Wdr19
12464	CDKL3	Cdkl3	CDKL3_Cdkl3
12465	PHF3	Phf3	PHF3_Phf3
12466	ITGA10	Itga10	ITGA10_Itga10
12467	ANKRD35	Ankrd35	ANKRD35_Ankrd35
12468	PRSS27	Prss27	PRSS27_Prss27
12469	IL20RB	Il20rb	IL20RB_Il20rb
12470	RNF26	Rnf26	RNF26_Rnf26
12471	TAPBPL	Tapbpl	TAPBPL_Tapbpl
12472	ZBBX	Zbbx	ZBBX_Zbbx
12473	DND1	Dnd1	DND1_Dnd1
12474	WDR49	Wdr49	WDR49_Wdr49
12475	FSTL5	Fstl5	FSTL5_Fstl5
12476	TXNDC2	Txndc2	TXNDC2_Txndc2
12477	SCYL2	Scyl2	SCYL2_Scyl2
12478	GATD1	Gatd1	GATD1_Gatd1
12479	PRDM9	Prdm9	PRDM9_Prdm9
12480	RASSF4	Rassf4	RASSF4_Rassf4
12481	DEPP1	Depp1	DEPP1_Depp1
12482	ARMC2	Armc2	ARMC2_Armc2
12483	LEMD1	Lemd1	LEMD1_Lemd1
12484	KLHDC8A	Klhdc8a	KLHDC8A_Klhdc8a
12485	MYLK3	Mylk3	MYLK3_Mylk3
12486	RTL3	Rtl3	RTL3_Rtl3
12487	GPR174	Gpr174	GPR174_Gpr174
12488	TENT5D	Tent5d	TENT5D_Tent5d
12489	DSTYK	Dstyk	DSTYK_Dstyk
12490	RBBP5	Rbbp5	RBBP5_Rbbp5
12491	LGI3	Lgi3	LGI3_Lgi3
12492	NUDT18	Nudt18	NUDT18_Nudt18
12493	SZRD1	Szrd1	SZRD1_Szrd1
12494	ARHGEF11	Arhgef11	ARHGEF11_Arhgef11
12495	FBXO42	Fbxo42	FBXO42_Fbxo42
12496	PLEKHG6	Plekhg6	PLEKHG6_Plekhg6
12497	PTH2R	Pth2r	PTH2R_Pth2r
12498	BAG2	Bag2	BAG2_Bag2
12499	YTHDF2	Ythdf2	YTHDF2_Ythdf2
12500	DIS3L	Dis3l	DIS3L_Dis3l
12501	PLEKHH2	Plekhh2	PLEKHH2_Plekhh2
12502	CRACR2B	Cracr2b	CRACR2B_Cracr2b
12503	DYNC2LI1	Dync2li1	DYNC2LI1_Dync2li1
12504	MAP9	Map9	MAP9_Map9
12505	SLC44A3	Slc44a3	SLC44A3_Slc44a3
12506	ARHGEF19	Arhgef19	ARHGEF19_Arhgef19
12507	C5orf15	9530068E07Rik	C5orf15_9530068E07Rik
12508	DUOXA1	Duoxa1	DUOXA1_Duoxa1
12509	ZNF598	Zfp598	ZNF598_Zfp598
12510	PREPL	Prepl	PREPL_Prepl
12511	NUTM1	Nutm1	NUTM1_Nutm1
12512	TBL3	Tbl3	TBL3_Tbl3
12513	PLEKHG1	Plekhg1	PLEKHG1_Plekhg1
12514	CHRM5	Chrm5	CHRM5_Chrm5
12515	CASD1	Casd1	CASD1_Casd1
12516	ARCN1	Arcn1	ARCN1_Arcn1
12517	BMS1	Bms1	BMS1_Bms1
12518	COL28A1	Col28a1	COL28A1_Col28a1
12519	ATG9B	Atg9b	ATG9B_Atg9b
12520	FAM83F	Fam83f	FAM83F_Fam83f
12521	FBXW10	Fbxw10	FBXW10_Fbxw10
12522	TNRC6B	Tnrc6b	TNRC6B_Tnrc6b
12523	TMEM82	Tmem82	TMEM82_Tmem82
12524	AGAP3	Agap3	AGAP3_Agap3
12525	CCDC186	Ccdc186	CCDC186_Ccdc186
12526	LARP1B	Larp1b	LARP1B_Larp1b
12527	MEGF11	Megf11	MEGF11_Megf11
12528	DNAJC16	Dnajc16	DNAJC16_Dnajc16
12529	SLC18A2	Slc18a2	SLC18A2_Slc18a2
12530	SOX30	Sox30	SOX30_Sox30
12531	C9orf43	4933430I17Rik	C9orf43_4933430I17Rik
12532	SLC24A1	Slc24a1	SLC24A1_Slc24a1
12533	NIPAL4	Nipal4	NIPAL4_Nipal4
12534	TET2	Tet2	TET2_Tet2
12535	ARHGAP29	Arhgap29	ARHGAP29_Arhgap29
12536	AGO3	Ago3	AGO3_Ago3
12537	TRIM38	Trim38	TRIM38_Trim38
12538	KMT2A	Kmt2a	KMT2A_Kmt2a
12539	SCGN	Scgn	SCGN_Scgn
12540	TTC24	Ttc24	TTC24_Ttc24
12541	PAK6	Pak6	PAK6_Pak6
12542	CCDC9B	Ccdc9b	CCDC9B_Ccdc9b
12543	DISP2	Disp2	DISP2_Disp2
12544	ETNK2	Etnk2	ETNK2_Etnk2
12545	NUDT15	Nudt15	NUDT15_Nudt15
12546	TUT7	Tut7	TUT7_Tut7
12547	CRYGN	Crygn	CRYGN_Crygn
12548	HHIPL1	Hhipl1	HHIPL1_Hhipl1
12549	LRRC1	Lrrc1	LRRC1_Lrrc1
12550	TMEM51	Tmem51	TMEM51_Tmem51
12551	MYOCD	Myocd	MYOCD_Myocd
12552	PARP16	Parp16	PARP16_Parp16
12553	CILP	Cilp	CILP_Cilp
12554	CDK5RAP2	Cdk5rap2	CDK5RAP2_Cdk5rap2
12555	FNBP1L	Fnbp1l	FNBP1L_Fnbp1l
12556	FAM168B	Fam168b	FAM168B_Fam168b
12557	C16orf91	BC003965	C16orf91_BC003965
12558	CDC73	Cdc73	CDC73_Cdc73
12559	GNPTG	Gnptg	GNPTG_Gnptg
12560	TMPRSS4	Tmprss4	TMPRSS4_Tmprss4
12561	TMPRSS13	Tmprss13	TMPRSS13_Tmprss13
12562	SHE	She	SHE_She
12563	CEP164	Cep164	CEP164_Cep164
12564	C6orf163	Gm136	C6orf163_Gm136
12565	PRMT7	Prmt7	PRMT7_Prmt7
12566	TDRD5	Tdrd5	TDRD5_Tdrd5
12567	ALDH5A1	Aldh5a1	ALDH5A1_Aldh5a1
12568	PSTK	Pstk	PSTK_Pstk
12569	SPG11	Spg11	SPG11_Spg11
12570	DUOX2	Duox2	DUOX2_Duox2
12571	SIDT2	Sidt2	SIDT2_Sidt2
12572	SLC10A3	Slc10a3	SLC10A3_Slc10a3
12573	TENT4B	Tent4b	TENT4B_Tent4b
12574	CPED1	Cped1	CPED1_Cped1
12575	SLC25A29	Slc25a29	SLC25A29_Slc25a29
12576	L3MBTL2	L3mbtl2	L3MBTL2_L3mbtl2
12577	CHADL	Chadl	CHADL_Chadl
12578	IQUB	Iqub	IQUB_Iqub
12579	RCOR3	Rcor3	RCOR3_Rcor3
12580	CGAS	Cgas	CGAS_Cgas
12581	EDRF1	Edrf1	EDRF1_Edrf1
12582	MMP21	Mmp21	MMP21_Mmp21
12583	ZNF879	Zfp879	ZNF879_Zfp879
12584	SERTAD4	Sertad4	SERTAD4_Sertad4
12585	SYDE2	Syde2	SYDE2_Syde2
12586	ZNF609	Zfp609	ZNF609_Zfp609
12587	NEURL3	Neurl3	NEURL3_Neurl3
12588	ARID5A	Arid5a	ARID5A_Arid5a
12589	LMAN2L	Lman2l	LMAN2L_Lman2l
12590	CSNK1G1	Csnk1g1	CSNK1G1_Csnk1g1
12591	KDM5A	Kdm5a	KDM5A_Kdm5a
12592	CHTF18	Chtf18	CHTF18_Chtf18
12593	SLC39A2	Slc39a2	SLC39A2_Slc39a2
12594	FBXL16	Fbxl16	FBXL16_Fbxl16
12595	HDHD5	Hdhd5	HDHD5_Hdhd5
12596	MOB3B	Mob3b	MOB3B_Mob3b
12597	RHBDL1	Rhbdl1	RHBDL1_Rhbdl1
12598	RHOT2	Rhot2	RHOT2_Rhot2
12599	SEMA6D	Sema6d	SEMA6D_Sema6d
12600	CHTF8	Chtf8	CHTF8_Chtf8
12601	WFIKKN1	Wfikkn1	WFIKKN1_Wfikkn1
12602	VEZT	Vezt	VEZT_Vezt
12603	FAM20B	Fam20b	FAM20B_Fam20b
12604	VGLL2	Vgll2	VGLL2_Vgll2
12605	BUD13	Bud13	BUD13_Bud13
12606	TRIM50	Trim50	TRIM50_Trim50
12607	SLC35F1	Slc35f1	SLC35F1_Slc35f1
12608	MANEAL	Maneal	MANEAL_Maneal
12609	ASTL	Astl	ASTL_Astl
12610	SLC43A2	Slc43a2	SLC43A2_Slc43a2
12611	HIP1	Hip1	HIP1_Hip1
12612	RHBDD2	Rhbdd2	RHBDD2_Rhbdd2
12613	UTP25	Utp25	UTP25_Utp25
12614	KRI1	Kri1	KRI1_Kri1
12615	TRMT2B	Trmt2b	TRMT2B_Trmt2b
12616	TMEM120A	Tmem120a	TMEM120A_Tmem120a
12617	TRAF3IP3	Traf3ip3	TRAF3IP3_Traf3ip3
12618	IL36G	Il1f9	IL36G_Il1f9
12619	IL1F10	Il1f10	IL1F10_Il1f10
12620	WIPF1	Wipf1	WIPF1_Wipf1
12621	CAMK1G	Camk1g	CAMK1G_Camk1g
12622	SLC36A3	Slc36a3	SLC36A3_Slc36a3
12623	SLC36A1	Slc36a1	SLC36A1_Slc36a1
12624	SENP6	Senp6	SENP6_Senp6
12625	BRINP3	Brinp3	BRINP3_Brinp3
12626	NCAPH	Ncaph	NCAPH_Ncaph
12627	CSRNP1	Csrnp1	CSRNP1_Csrnp1
12628	SLC35E3	Slc35e3	SLC35E3_Slc35e3
12629	RAB11FIP3	Rab11fip3	RAB11FIP3_Rab11fip3
12630	ENTPD3	Entpd3	ENTPD3_Entpd3
12631	RAP1B	Rap1b	RAP1B_Rap1b
12632	GPAT2	Gpat2	GPAT2_Gpat2
12633	SEC22C	Sec22c	SEC22C_Sec22c
12634	PRR14L	Prr14l	PRR14L_Prr14l
12635	A3GALT2	A3galt2	A3GALT2_A3galt2
12636	POMGNT2	Pomgnt2	POMGNT2_Pomgnt2
12637	FAM117A	Fam117a	FAM117A_Fam117a
12638	RNPEP	Rnpep	RNPEP_Rnpep
12639	ZBTB8B	Zbtb8b	ZBTB8B_Zbtb8b
12640	PSD4	Psd4	PSD4_Psd4
12641	MAGEB18	Mageb18	MAGEB18_Mageb18
12642	RASSF2	Rassf2	RASSF2_Rassf2
12643	CDH12	Cdh12	CDH12_Cdh12
12644	NAV1	Nav1	NAV1_Nav1
12645	ZMAT1	Zmat1	ZMAT1_Zmat1
12646	ARRDC1	Arrdc1	ARRDC1_Arrdc1
12647	CCDC92	Ccdc92	CCDC92_Ccdc92
12648	MIGA1	Miga1	MIGA1_Miga1
12649	MFSD6L	Mfsd6l	MFSD6L_Mfsd6l
12650	CNKSR3	Cnksr3	CNKSR3_Cnksr3
12651	GINM1	Ginm1	GINM1_Ginm1
12652	ADGB	Adgb	ADGB_Adgb
12653	PHACTR2	Phactr2	PHACTR2_Phactr2
12654	ADGRG6	Adgrg6	ADGRG6_Adgrg6
12655	CCDC28A	Ccdc28a	CCDC28A_Ccdc28a
12656	NHSL1	Nhsl1	NHSL1_Nhsl1
12657	ARFGEF3	Arfgef3	ARFGEF3_Arfgef3
12658	TAAR5	Taar5	TAAR5_Taar5
12659	TAAR6	Taar6	TAAR6_Taar6
12660	CLVS2	Clvs2	CLVS2_Clvs2
12661	CALHM6	Calhm6	CALHM6_Calhm6
12662	RFPL4B	Rfpl4b	RFPL4B_Rfpl4b
12663	MFSD4B	Mfsd4b1	MFSD4B_Mfsd4b1
12664	AFG1L	Afg1l	AFG1L_Afg1l
12665	MCU	Mcu	MCU_Mcu
12666	MICU1	Micu1	MICU1_Micu1
12667	LRRC20	Lrrc20	LRRC20_Lrrc20
12668	HKDC1	Hkdc1	HKDC1_Hkdc1
12669	STOX1	Stox1	STOX1_Stox1
12670	LRRTM3	Lrrtm3	LRRTM3_Lrrtm3
12671	CTNNA3	Ctnna3	CTNNA3_Ctnna3
12672	ZNF365	Zfp365	ZNF365_Zfp365
12673	UBE2D1	Ube2d1	UBE2D1_Ube2d1
12674	YBEY	Ybey	YBEY_Ybey
12675	TRAPPC10	Trappc10	TRAPPC10_Trappc10
12676	PDXK	Pdxk	PDXK_Pdxk
12677	ILVBL	Ilvbl	ILVBL_Ilvbl
12678	SHC2	Shc2	SHC2_Shc2
12679	CDC34	Cdc34	CDC34_Cdc34
12680	POLRMT	Polrmt	POLRMT_Polrmt
12681	PLPPR3	Plppr3	PLPPR3_Plppr3
12682	MED16	Med16	MED16_Med16
12683	WDR18	Wdr18	WDR18_Wdr18
12684	TMEM259	Tmem259	TMEM259_Tmem259
12685	SBNO2	Sbno2	SBNO2_Sbno2
12686	PLK5	Plk5	PLK5_Plk5
12687	ABHD17A	Abhd17a	ABHD17A_Abhd17a
12688	ALDH1L2	Aldh1l2	ALDH1L2_Aldh1l2
12689	APPL2	Appl2	APPL2_Appl2
12690	CKAP4	Ckap4	CKAP4_Ckap4
12691	TCP11L2	Tcp11l2	TCP11L2_Tcp11l2
12692	SLC5A8	Slc5a8	SLC5A8_Slc5a8
12693	SLC17A8	Slc17a8	SLC17A8_Slc17a8
12694	SOCS2	Socs2	SOCS2_Socs2
12695	EEA1	Eea1	EEA1_Eea1
12696	CEP290	Cep290	CEP290_Cep290
12697	ALX1	Alx1	ALX1_Alx1
12698	METTL25	Mettl25	METTL25_Mettl25
12699	TPH2	Tph2	TPH2_Tph2
12700	RAB21	Rab21	RAB21_Rab21
12701	ZFC3H1	Zfc3h1	ZFC3H1_Zfc3h1
12702	TSPAN8	Tspan8	TSPAN8_Tspan8
12703	RAB3IP	Rab3ip	RAB3IP_Rab3ip
12704	C12orf56	D930020B18Rik	C12orf56_D930020B18Rik
12705	RXYLT1	Rxylt1	RXYLT1_Rxylt1
12706	AGAP2	Agap2	AGAP2_Agap2
12707	OS9	Os9	OS9_Os9
12708	ARHGAP9	Arhgap9	ARHGAP9_Arhgap9
12709	GLS2	Gls2	GLS2_Gls2
12710	MYL6B	Myl6b	MYL6B_Myl6b
12711	PIK3IP1	Pik3ip1	PIK3IP1_Pik3ip1
12712	CCDC157	Ccdc157	CCDC157_Ccdc157
12713	CCM2	Ccm2	CCM2_Ccm2
12714	CEP68	Cep68	CEP68_Cep68
12715	AFTPH	Aftph	AFTPH_Aftph
12716	LGALSL	Lgalsl	LGALSL_Lgalsl
12717	UGP2	Ugp2	UGP2_Ugp2
12718	WDPCP	Wdpcp	WDPCP_Wdpcp
12719	EHBP1	Ehbp1	EHBP1_Ehbp1
12720	PAPOLG	Papolg	PAPOLG_Papolg
12721	CCDC85A	Ccdc85a	CCDC85A_Ccdc85a
12722	EFEMP1	Efemp1	EFEMP1_Efemp1
12723	CFAP36	Cfap36	CFAP36_Cfap36
12724	GABRP	Gabrp	GABRP_Gabrp
12725	CLINT1	Clint1	CLINT1_Clint1
12726	RUFY1	Rufy1	RUFY1_Rufy1
12727	ADAMTS2	Adamts2	ADAMTS2_Adamts2
12728	ACSL6	Acsl6	ACSL6_Acsl6
12729	FNIP1	Fnip1	FNIP1_Fnip1
12730	NMUR2	Nmur2	NMUR2_Nmur2
12731	MFAP3	Mfap3	MFAP3_Mfap3
12732	GEMIN5	Gemin5	GEMIN5_Gemin5
12733	MRPL22	Mrpl22	MRPL22_Mrpl22
12734	TRIM58	Trim58	TRIM58_Trim58
12735	IBA57	Iba57	IBA57_Iba57
12736	WNT9A	Wnt9a	WNT9A_Wnt9a
12737	PRSS38	Prss38	PRSS38_Prss38
12738	NLRP3	Nlrp3	NLRP3_Nlrp3
12739	FLCN	Flcn	FLCN_Flcn
12740	TOM1L2	Tom1l2	TOM1L2_Tom1l2
12741	DHRS7B	Dhrs7b	DHRS7B_Dhrs7b
12742	TMEM11	Tmem11	TMEM11_Tmem11
12743	USP22	Usp22	USP22_Usp22
12744	ARHGAP44	Arhgap44	ARHGAP44_Arhgap44
12745	USP43	Usp43	USP43_Usp43
12746	CNTROB	Cntrob	CNTROB_Cntrob
12747	CHD3	Chd3	CHD3_Chd3
12748	KDM6B	Kdm6b	KDM6B_Kdm6b
12749	WRAP53	Wrap53	WRAP53_Wrap53
12750	NLGN2	Nlgn2	NLGN2_Nlgn2
12751	KCTD11	Kctd11	KCTD11_Kctd11
12752	ACAP1	Acap1	ACAP1_Acap1
12753	NEURL4	Neurl4	NEURL4_Neurl4
12754	CLEC10A	Mgl2	CLEC10A_Mgl2
12755	SLC16A11	Slc16a11	SLC16A11_Slc16a11
12756	ARRB2	Arrb2	ARRB2_Arrb2
12757	GLTPD2	Gltpd2	GLTPD2_Gltpd2
12758	SPAG7	Spag7	SPAG7_Spag7
12759	CAMTA2	Camta2	CAMTA2_Camta2
12760	DHX33	Dhx33	DHX33_Dhx33
12761	WSCD1	Wscd1	WSCD1_Wscd1
12762	SPNS2	Spns2	SPNS2_Spns2
12763	CORO6	Coro6	CORO6_Coro6
12764	GIT1	Git1	GIT1_Git1
12765	TP53I13	Trp53i13	TP53I13_Trp53i13
12766	TAOK1	Taok1	TAOK1_Taok1
12767	FAM222B	Fam222b	FAM222B_Fam222b
12768	PROCA1	Proca1	PROCA1_Proca1
12769	RSKR	Rskr	RSKR_Rskr
12770	EVI2B	Evi2b	EVI2B_Evi2b
12771	UTP6	Utp6	UTP6_Utp6
12772	ADAP2	Adap2	ADAP2_Adap2
12773	NLE1	Nle1	NLE1_Nle1
12774	UNC45B	Unc45b	UNC45B_Unc45b
12775	HEATR6	Heatr6	HEATR6_Heatr6
12776	SYNRG	Synrg	SYNRG_Synrg
12777	TADA2A	Tada2a	TADA2A_Tada2a
12778	MRM1	Mrm1	MRM1_Mrm1
12779	GGNBP2	Ggnbp2	GGNBP2_Ggnbp2
12780	PTRH2	Ptrh2	PTRH2_Ptrh2
12781	TRIM25	Trim25	TRIM25_Trim25
12782	C17orf67	Gm525	C17orf67_Gm525
12783	HLF	Hlf	HLF_Hlf
12784	UTP18	Utp18	UTP18_Utp18
12785	SPATA20	Spata20	SPATA20_Spata20
12786	XYLT2	Xylt2	XYLT2_Xylt2
12787	PPP1R9B	Ppp1r9b	PPP1R9B_Ppp1r9b
12788	SAMD14	Samd14	SAMD14_Samd14
12789	KAT7	Kat7	KAT7_Kat7
12790	PRR15L	Prr15l	PRR15L_Prr15l
12791	SCRN2	Scrn2	SCRN2_Scrn2
12792	GPR179	Gpr179	GPR179_Gpr179
12793	CISD3	Cisd3	CISD3_Cisd3
12794	ARL5C	Arl5c	ARL5C_Arl5c
12795	STAC2	Stac2	STAC2_Stac2
12796	NR1D1	Nr1d1	NR1D1_Nr1d1
12797	TNS4	Tns4	TNS4_Tns4
12798	KLHL11	Klhl11	KLHL11_Klhl11
12799	PLEKHH3	Plekhh3	PLEKHH3_Plekhh3
12800	RUNDC1	Rundc1	RUNDC1_Rundc1
12801	TMEM106A	Tmem106a	TMEM106A_Tmem106a
12802	DHX8	Dhx8	DHX8_Dhx8
12803	PYY	Pyy	PYY_Pyy
12804	NAGS	Nags	NAGS_Nags
12805	ASB16	Asb16	ASB16_Asb16
12806	ATXN7L3	Atxn7l3	ATXN7L3_Atxn7l3
12807	FAM171A2	Fam171a2	FAM171A2_Fam171a2
12808	CDC27	Cdc27	CDC27_Cdc27
12809	ABCA9	Abca9	ABCA9_Abca9
12810	ABCA5	Abca5	ABCA5_Abca5
12811	GPR142	Gpr142	GPR142_Gpr142
12812	CD300A	Cd300a	CD300A_Cd300a
12813	CD300LB	Cd300lb	CD300LB_Cd300lb
12814	CD300LD	Cd300ld	CD300LD_Cd300ld
12815	CD300E	Cd300e	CD300E_Cd300e
12816	HID1	Hid1	HID1_Hid1
12817	SLC16A5	Slc16a5	SLC16A5_Slc16a5
12818	LLGL2	Llgl2	LLGL2_Llgl2
12819	MYO15B	Myo15b	MYO15B_Myo15b
12820	UNK	Unk	UNK_Unk
12821	TRIM47	Trim47	TRIM47_Trim47
12822	FBF1	Fbf1	FBF1_Fbf1
12823	SRP68	Srp68	SRP68_Srp68
12824	RNF157	Rnf157	RNF157_Rnf157
12825	QRICH2	Qrich2	QRICH2_Qrich2
12826	UBE2O	Ube2o	UBE2O_Ube2o
12827	RHBDF2	Rhbdf2	RHBDF2_Rhbdf2
12828	TNRC6C	Tnrc6c	TNRC6C_Tnrc6c
12829	TMC6	Tmc6	TMC6_Tmc6
12830	TMC8	Tmc8	TMC8_Tmc8
12831	ENGASE	Engase	ENGASE_Engase
12832	NPLOC4	Nploc4	NPLOC4_Nploc4
12833	LRRC45	Lrrc45	LRRC45_Lrrc45
12834	UTS2R	Uts2r	UTS2R_Uts2r
12835	CYBC1	Cybc1	CYBC1_Cybc1
12836	RAB40B	Rab40b	RAB40B_Rab40b
12837	DNAJC27	Dnajc27	DNAJC27_Dnajc27
12838	UBXN2A	Ubxn2a	UBXN2A_Ubxn2a
12839	TRIB2	Trib2	TRIB2_Trib2
12840	SLC66A3	Pqlc3	SLC66A3_Pqlc3
12841	NOL10	Nol10	NOL10_Nol10
12842	TRAPPC12	Trappc12	TRAPPC12_Trappc12
12843	SNX13	Snx13	SNX13_Snx13
12844	ANKMY2	Ankmy2	ANKMY2_Ankmy2
12845	DGKB	Dgkb	DGKB_Dgkb
12846	STXBP6	Stxbp6	STXBP6_Stxbp6
12847	G2E3	G2e3	G2E3_G2e3
12848	BAZ1A	Baz1a	BAZ1A_Baz1a
12849	MBIP	Mbip	MBIP_Mbip
12850	SLC25A21	Slc25a21	SLC25A21_Slc25a21
12851	C14orf28	Gm527	C14orf28_Gm527
12852	MIS18BP1	Mis18bp1	MIS18BP1_Mis18bp1
12853	MGAT2	Mgat2	MGAT2_Mgat2
12854	L2HGDH	L2hgdh	L2HGDH_L2hgdh
12855	GPHB5	Gphb5	GPHB5_Gphb5
12856	PLEKHD1	Plekhd1	PLEKHD1_Plekhd1
12857	SUSD6	Susd6	SUSD6_Susd6
12858	SIPA1L1	Sipa1l1	SIPA1L1_Sipa1l1
12859	ZFYVE1	Zfyve1	ZFYVE1_Zfyve1
12860	ACOT6	Acot6	ACOT6_Acot6
12861	FAM161B	Fam161b	FAM161B_Fam161b
12862	COQ6	Coq6	COQ6_Coq6
12863	LIN52	Lin52	LIN52_Lin52
12864	EIF2B2	Eif2b2	EIF2B2_Eif2b2
12865	MLH3	Mlh3	MLH3_Mlh3
12866	NEK9	Nek9	NEK9_Nek9
12867	FLVCR2	Flvcr2	FLVCR2_Flvcr2
12868	CIPC	Cipc	CIPC_Cipc
12869	TMEM63C	Tmem63c	TMEM63C_Tmem63c
12870	POMT2	Pomt2	POMT2_Pomt2
12871	AHSA1	Ahsa1	AHSA1_Ahsa1
12872	ISM2	Ism2	ISM2_Ism2
12873	LYSMD1	Lysmd1	LYSMD1_Lysmd1
12874	KCNK13	Kcnk13	KCNK13_Kcnk13
12875	NRDE2	Nrde2	NRDE2_Nrde2
12876	DGLUCY	Dglucy	DGLUCY_Dglucy
12877	RIN3	Rin3	RIN3_Rin3
12878	ITPK1	Itpk1	ITPK1_Itpk1
12879	UNC79	Unc79	UNC79_Unc79
12880	SERPINA10	Serpina10	SERPINA10_Serpina10
12881	RCOR1	Rcor1	RCOR1_Rcor1
12882	CDC42BPB	Cdc42bpb	CDC42BPB_Cdc42bpb
12883	EIF5	Eif5	EIF5_Eif5
12884	RD3L	Rd3l	RD3L_Rd3l
12885	CEP170B	Cep170b	CEP170B_Cep170b
12886	CLBA1	Clba1	CLBA1_Clba1
12887	PACS2	Pacs2	PACS2_Pacs2
12888	RAPGEF5	Rapgef5	RAPGEF5_Rapgef5
12889	CDCA7L	Cdca7l	CDCA7L_Cdca7l
12890	TMEM196	Tmem196	TMEM196_Tmem196
12891	LARP4B	Larp4b	LARP4B_Larp4b
12892	HEATR1	Heatr1	HEATR1_Heatr1
12893	POU6F2	Pou6f2	POU6F2_Pou6f2
12894	VPS41	Vps41	VPS41_Vps41
12895	AMPH	Amph	AMPH_Amph
12896	OR2B6	Olfr11	OR2B6_Olfr11
12897	ZNF322	Zfp322a	ZNF322_Zfp322a
12898	SLC17A2	Slc17a2	SLC17A2_Slc17a2
12899	MBOAT1	Mboat1	MBOAT1_Mboat1
12900	GMDS	Gmds	GMDS_Gmds
12901	PHACTR1	Phactr1	PHACTR1_Phactr1
12902	MYLIP	Mylip	MYLIP_Mylip
12903	NUP153	Nup153	NUP153_Nup153
12904	KDM1B	Kdm1b	KDM1B_Kdm1b
12905	RNF144B	Rnf144b	RNF144B_Rnf144b
12906	PTPDC1	Ptpdc1	PTPDC1_Ptpdc1
12907	FAM120A	Fam120a	FAM120A_Fam120a
12908	EIF4E1B	Eif4e1b	EIF4E1B_Eif4e1b
12909	B4GALT7	B4galt7	B4GALT7_B4galt7
12910	CDC14B	Cdc14b	CDC14B_Cdc14b
12911	ICE1	Ice1	ICE1_Ice1
12912	CLPTM1L	Clptm1l	CLPTM1L_Clptm1l
12913	RFESD	Rfesd	RFESD_Rfesd
12914	TTC37	Ttc37	TTC37_Ttc37
12915	RASA1	Rasa1	RASA1_Rasa1
12916	ANKRD34B	Ankrd34b	ANKRD34B_Ankrd34b
12917	ZFYVE16	Zfyve16	ZFYVE16_Zfyve16
12918	SERINC5	Serinc5	SERINC5_Serinc5
12919	LHFPL2	Lhfpl2	LHFPL2_Lhfpl2
12920	WDR41	Wdr41	WDR41_Wdr41
12921	PDE8B	Pde8b	PDE8B_Pde8b
12922	GCNT4	Gcnt4	GCNT4_Gcnt4
12923	BTF3	Btf3	BTF3_Btf3
12924	FCHO2	Fcho2	FCHO2_Fcho2
12925	MRPS27	Mrps27	MRPS27_Mrps27
12926	MARVELD2	Marveld2	MARVELD2_Marveld2
12927	SREK1	Srek1	SREK1_Srek1
12928	SGTB	Sgtb	SGTB_Sgtb
12929	DEPDC1B	Depdc1b	DEPDC1B_Depdc1b
12930	MIER3	Mier3	MIER3_Mier3
12931	IL31RA	Il31ra	IL31RA_Il31ra
12932	DHX29	Dhx29	DHX29_Dhx29
12933	CCNO	Ccno	CCNO_Ccno
12934	ARL15	Arl15	ARL15_Arl15
12935	PAIP1	Paip1	PAIP1_Paip1
12936	PXK	Pxk	PXK_Pxk
12937	C3orf14	3830406C13Rik	C3orf14_3830406C13Rik
12938	SNTN	Sntn	SNTN_Sntn
12939	SLC4A7	Slc4a7	SLC4A7_Slc4a7
12940	LRRC3B	Lrrc3b	LRRC3B_Lrrc3b
12941	RARB	Rarb	RARB_Rarb
12942	UBE2E2	Ube2e2	UBE2E2_Ube2e2
12943	SEC24C	Sec24c	SEC24C_Sec24c
12944	ZNF503	Zfp503	ZNF503_Zfp503
12945	POLR3A	Polr3a	POLR3A_Polr3a
12946	TASOR	Tasor	TASOR_Tasor
12947	CHDH	Chdh	CHDH_Chdh
12948	SEMA3G	Sema3g	SEMA3G_Sema3g
12949	OXNAD1	Oxnad1	OXNAD1_Oxnad1
12950	WAPL	Wapl	WAPL_Wapl
12951	FERMT2	Fermt2	FERMT2_Fermt2
12952	WDHD1	Wdhd1	WDHD1_Wdhd1
12953	MAPK1IP1L	Mapk1ip1l	MAPK1IP1L_Mapk1ip1l
12954	DLGAP5	Dlgap5	DLGAP5_Dlgap5
12955	TMEM260	Tmem260	TMEM260_Tmem260
12956	TTC5	Ttc5	TTC5_Ttc5
12957	PIP4P1	Pip4p1	PIP4P1_Pip4p1
12958	EDDM3B	Eddm3b	EDDM3B_Eddm3b
12959	TPPP2	Tppp2	TPPP2_Tppp2
12960	HAUS4	Haus4	HAUS4_Haus4
12961	KHNYN	Khnyn	KHNYN_Khnyn
12962	CENPJ	Cenpj	CENPJ_Cenpj
12963	ZMYM5	Zmym5	ZMYM5_Zmym5
12964	SKA3	Ska3	SKA3_Ska3
12965	SHISA2	Shisa2	SHISA2_Shisa2
12966	MTMR6	Mtmr6	MTMR6_Mtmr6
12967	SPATA13	Spata13	SPATA13_Spata13
12968	ARL11	Arl11	ARL11_Arl11
12969	FAM167A	Fam167a	FAM167A_Fam167a
