"","sample_name","title","source_name","organism","donor_id","donor_sex","donor_genotype","injection_type","injection_target","injected_material","dissected_region","dissected_layer","facs_gating","facs_date","rna_amplification_set","sequencing_tube","sequencing_batch","sequencing_qc_pass_fail","cell_class","cell_subclass","cell_cluster","molecule","SRA_Run","GEO_Sample","GEO_Sample_Title","iegsum_activity","tPC1_score","scaled.tPC1_score","scaled.iegsum_activity","Fos","Arc","Npas4","Dusp1","Fosb","Nr4a1","Igf1","Gpd1"
"23458","F2S4_170406_016_G01","F2S4_170406_016_G01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338695","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",139.935631100875,-22.199252589179,-1.33614534459697,1.58487600867812,1.24370066808392,-0.320633569434866,-0.373510623367559,1.58531632232638,-0.444875322622506,1.28830398651622,0.283403560905783,-0.775497946516473
"23459","F2S4_170406_016_H01","F2S4_170406_016_H01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338697","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",159.984945206687,-32.6000361179074,-1.30834071185633,2.25930158753152,1.63558604262831,-0.320633569434866,0.907809284406433,1.32724787094473,1.62472873649992,-0.758551398604891,0.392166249884042,-0.775497946516473
"23460","F2S4_170406_017_A01","F2S4_170406_017_A01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Sst","Sst Tac1 Tacr3","polyA RNA","SRR7338698","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",191.795512431841,-22.2690092842455,-1.02003851572547,3.32935615903729,1.81620219289151,0.0698497277383378,-0.373510623367559,1.5527477084841,2.97843962483087,1.78016240362065,-0.320855468407743,-0.400524302985604
"23461","F2S4_170406_017_B01","F2S4_170406_017_B01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338699","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",216.871221952956,-35.3373748440727,-1.39827652685964,4.17286131934776,2.04801606583532,2.8188290433416,0.0633374495585683,1.48310892257069,2.91234038423249,2.35208503426903,-1.4032979624714,-0.775497946516473
"23462","F2S4_170406_017_C01","F2S4_170406_017_C01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Vip","Vip Rspo1 Itga4","polyA RNA","SRR7338700","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",51.5866019433156,19.3076242996501,0.897494928611416,-1.38703838281972,-1.11469236483278,-0.320633569434866,0.0580947125952659,-1.21288044395544,-0.444875322622506,-0.758551398604891,0.376259517931861,1.12388937388545
"23463","F2S4_170406_017_D01","F2S4_170406_017_D01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338701","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",224.3766277243,-9.60576995637969,-1.06504267029411,4.42533068588839,2.50348097785956,-0.320633569434866,0.557555855429431,1.60898441426864,3.76426270199673,2.05963499335859,-0.275637847910628,-0.775497946516473
"23464","F2S4_170406_017_E01","F2S4_170406_017_E01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Vip","Vip Igfbp6 Pltp","polyA RNA","SRR7338702","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",109.087128242516,13.5514564545588,0.94152125111899,0.547183682286837,1.69762140915527,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.00478251600866365,-0.244518715664046,-1.70586161731121,1.9778371755451
"23465","F2S4_170406_017_F01","F2S4_170406_017_F01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338703","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",117.811199624457,-47.5614523007053,-1.63373113631017,0.840646932983184,0.528406855024549,-0.320633569434866,-0.373510623367559,0.851728491591587,-0.444875322622506,-0.758551398604891,-0.633651185849989,-0.470957677251604
"23466","F2S4_170406_017_G01","F2S4_170406_017_G01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Vip","Vip Crispld2 Kcne4","polyA RNA","SRR7338704","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",174.330480248308,21.8022753001762,0.857073580814056,2.74186152565941,1.52497340479919,3.31546029721275,0.0404478203144263,1.17626879297924,3.81491043623115,0.684155542691057,1.09684746300858,0.43989508970731
"23467","F2S4_170406_017_H01","F2S4_170406_017_H01","Primary Visual Cortex (VISp)","Mus musculus","308236","F","Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3-L4","RFP-positive","4/6/2017","A8S4_170411_02","SM-D9E4K","R8S4-170503","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7338705","GSM3189972","VISp_Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",169.870583343872,-27.2363790026483,-1.49388606626039,2.59183801186103,1.42123281775104,-0.320633569434866,2.35738962607942,1.39198141488427,1.74905351583122,1.73595787997957,-0.76627983618905,-0.775497946516473
"23548","F2S4_160615_015_A01","F2S4_160615_015_A01","Primary Visual Cortex (VISp)","Mus musculus","251819","F","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L6","RFP-positive","6/15/2016","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Gabrg1","polyA RNA","SRR7330782","GSM3189944","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2",116.967516288793,-26.5412275285609,-1.04464346451139,0.812266828854877,0.866511285280604,3.02935650765545,2.68541209360494,0.855583839931814,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.575511782351796
"23549","F2S4_160615_015_B01","F2S4_160615_015_B01","Primary Visual Cortex (VISp)","Mus musculus","251819","F","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L6","RFP-positive","6/15/2016","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Akr1c18 Ntf3","polyA RNA","SRR7330783","GSM3189944","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_2",88.8085372973115,57.005718079089,1.32157636264631,-0.134954388091664,0.968065086985018,4.20734802228322,-0.373510623367559,-1.21288044395544,0.352525198033422,2.33829602401867,1.22825945632872,-0.775497946516473
"23595","F2S4_170412_001_A01","F2S4_170412_001_A01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7339745","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",142.431243916097,-25.8876873375863,-0.982182052021711,1.66882427287395,0.870223879714677,3.15783150402416,-0.373510623367559,0.442918003993173,-0.444875322622506,-0.758551398604891,-0.767690230011055,-0.775497946516473
"23596","F2S4_170412_001_B01","F2S4_170412_001_B01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Vip","Vip Crispld2 Htr2c","polyA RNA","SRR7339756","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",77.0571090383291,-20.5792219427092,0.0833093960607779,-0.530252888783066,-1.11469236483278,0.130481947394504,-0.373510623367559,0.39123031287822,-0.0857598084473996,-0.758551398604891,0.538696610620335,0.397136790668134
"23597","F2S4_170412_001_C01","F2S4_170412_001_C01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Sst","Sst Hpse Cbln4","polyA RNA","SRR7339767","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",89.3897554802301,-12.2472643883046,-0.824273614164673,-0.115403175148106,1.21836168412348,-0.320633569434866,-0.373510623367559,1.39244961272029,1.86482549859592,-0.758551398604891,-1.48388661815598,0.0503290579757279
"23598","F2S4_170412_001_D01","F2S4_170412_001_D01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7339778","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",97.6230002159819,-4.81459651099951,-1.36616862402145,0.161549483553645,0.625132685241444,-0.320633569434866,0.0529136673815767,-1.21288044395544,-0.444875322622506,-0.758551398604891,-1.53104234829308,0.148383253817859
"23609","F2S4_170412_002_G01","F2S4_170412_002_G01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5-L6","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7339751","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",66.3963073792844,43.2629647836778,1.10174679636647,-0.888864524672308,0.949371162943177,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,0.413549379111514,-1.70586161731121,1.28409995101703
"23612","F2S4_170412_003_B01","F2S4_170412_003_B01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5-L6","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Sema3e Kank4","polyA RNA","SRR7339754","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",127.140280727852,-23.9178666550287,-0.805768869451303,1.1544617044074,0.941157474235241,-0.320633569434866,1.54260370628121,0.964459695128276,-0.444875322622506,-0.536024644549927,-1.14572932184743,-0.775497946516473
"23618","F2S4_170412_003_H01","F2S4_170412_003_H01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Vip","Vip Igfbp6 Pltp","polyA RNA","SRR7339761","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",97.6780394734294,-14.803433232464,-1.0531520095706,0.163400912628365,-0.689740597563583,0.0545149546160605,1.26825087070765,0.971405667701455,-0.444875322622506,-0.758551398604891,-1.43468973259391,-0.775497946516473
"23619","F2S4_170412_004_A01","F2S4_170412_004_A01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7339762","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",58.5989061404616,22.3392799150079,1.04287245159541,-1.15115613306808,-1.11469236483278,0.0225401290715647,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.28553398420871,1.68300406527
"23620","F2S4_170412_004_B01","F2S4_170412_004_B01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7339763","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",157.874264741768,-15.7636655322514,-0.883992169211482,2.18830180734878,0.876731901168158,-0.320633569434866,-0.373510623367559,1.3563723990108,2.35681886571834,1.47350352227638,0.408128599285717,-0.775497946516473
"23621","F2S4_170412_004_C01","F2S4_170412_004_C01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7339764","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",110.904690219544,-20.2158058704632,-0.937531952506465,0.608323444075683,0.664161015337223,-0.320633569434866,-0.373510623367559,0.843039132016404,-0.444875322622506,1.04101272820929,-1.44259518888494,-0.775497946516473
"23622","F2S4_170412_004_D01","F2S4_170412_004_D01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7339765","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",99.8204136362529,0.0619759652122142,-0.835624595255142,0.235466816093062,0.0272464837445411,0.00216961726877641,1.74210335180831,1.29395459998001,-0.187904263003007,-0.758551398604891,0.2818265586867,-0.775497946516473
"23623","F2S4_170412_004_E01","F2S4_170412_004_E01","Primary Visual Cortex (VISp)","Mus musculus","309583","M","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/12/2017","A8S4_170413_05","SM-D9E5J","R8S4-170504","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7339766","GSM3189981","VISp_Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt_No Injection_1",87.3239187473772,-2.50995033778742,-1.01711127839978,-0.184894486771931,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.650823143574898,1.90359507341988,-0.758551398604891,-1.70586161731121,-0.619945270594609
"23632","F2S4_170420_007_A01","F2S4_170420_007_A01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5-L6","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Lamp5","Lamp5 Lhx6","polyA RNA","SRR7329069","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",95.5771344677293,-21.0010152882238,-0.163216854249804,0.0927299626343921,-1.11469236483278,-0.320633569434866,2.04412244973269,0.934241285469084,-0.444875322622506,0.622828802562495,0.604301411023083,-0.775497946516473
"23633","F2S4_170420_007_B01","F2S4_170420_007_B01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5-L6","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Vipr2","polyA RNA","SRR7329014","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",67.0255397823371,7.21894201859058,-0.594644679950633,-0.867698193224636,0.836502100318376,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"23634","F2S4_170420_007_C01","F2S4_170420_007_C01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5-L6","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Lamp5","Lamp5 Lhx6","polyA RNA","SRR7329015","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",91.5146028482925,0.783894118105915,-0.0448021570496754,-0.0439268439071678,-1.11469236483278,-0.320633569434866,-0.373510623367559,1.16233175805966,-0.444875322622506,-0.343078122814779,0.40665895723093,-0.775497946516473
"23635","F2S4_170420_007_D01","F2S4_170420_007_D01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329016","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",113.959843684031,-25.9915118970588,-1.334064992996,0.711093725038816,0.224535227400167,-0.320633569434866,-0.373510623367559,0.647909785909102,-0.444875322622506,-0.758551398604891,-1.02295246680484,-0.775497946516473
"23636","F2S4_170420_007_E01","F2S4_170420_007_E01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329017","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",152.27512852218,-7.51599822230168,-0.986426203715677,1.9999561778651,1.31849422039203,-0.320633569434866,-0.373510623367559,1.77001328934665,2.32913808729053,-0.758551398604891,0.410077266211577,-0.775497946516473
"23637","F2S4_170420_007_F01","F2S4_170420_007_F01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329018","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",163.667508960539,-11.684433568283,-1.11274095369524,2.38317690706859,1.22836889762618,-0.320633569434866,-0.373510623367559,1.51984722658286,1.64341462644037,0.281017418189068,0.135910533425703,-0.775497946516473
"23638","F2S4_170420_007_G01","F2S4_170420_007_G01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329019","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",143.860402121294,-0.387898069817625,-0.813574692743817,1.71689877780346,1.32850614198364,-0.320633569434866,-0.373510623367559,1.57440705001267,3.05867187211071,1.85439160549348,0.600962885031274,-0.775497946516473
"23639","F2S4_170420_007_H01","F2S4_170420_007_H01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329020","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",128.907226595669,-2.94983288583733,-1.2014908296105,1.21389882447125,1.10686324360348,-0.320633569434866,-0.373510623367559,1.09993595006697,2.62082865347956,0.623919206819493,-1.496008703831,0.543251610234043
"23640","F2S4_170420_008_A01","F2S4_170420_008_A01","Primary Visual Cortex (VISp)","Mus musculus","311658","M","Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1-L4","RFP-positive","4/20/2017","A8S4_170425_01","SM-D9E5W","R8S4-170511","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7329021","GSM3189931","VISp_Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt_No Injection_1",142.93644169924,-29.3711801174205,-1.36595264214788,1.68581828601245,1.35310924600921,-0.0154923960882232,0.527804206547951,1.47445813291945,1.18434605362824,-0.758551398604891,-0.0636684563590215,-0.468242719793201
