Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3309337,X021618_20,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476772,SRX4476772,Fred H Gage,27-Jul-18
GSM3309338,X021618_21,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476773,SRX4476773,Fred H Gage,27-Jul-18
GSM3309339,X021618_22,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476774,SRX4476774,Fred H Gage,27-Jul-18
GSM3309340,X021618_23,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476775,SRX4476775,Fred H Gage,27-Jul-18
GSM3309341,X021618_24,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476776,SRX4476776,Fred H Gage,27-Jul-18
GSM3309342,X021618_25,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476777,SRX4476777,Fred H Gage,27-Jul-18
GSM3309343,X021618_26,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476778,SRX4476778,Fred H Gage,27-Jul-18
GSM3309344,X021618_27,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476779,SRX4476779,Fred H Gage,27-Jul-18
GSM3309345,X021618_28,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476780,SRX4476780,Fred H Gage,27-Jul-18
GSM3309346,X021618_29,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476781,SRX4476781,Fred H Gage,27-Jul-18
GSM3309347,X021618_30,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476782,SRX4476782,Fred H Gage,27-Jul-18
GSM3309348,X021618_31,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476783,SRX4476783,Fred H Gage,27-Jul-18
GSM3309349,X021618_32,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476784,SRX4476784,Fred H Gage,27-Jul-18
GSM3309350,X021618_33,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476785,SRX4476785,Fred H Gage,27-Jul-18
GSM3309351,X021618_34,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476786,SRX4476786,Fred H Gage,27-Jul-18
GSM3309352,X021618_35,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476787,SRX4476787,Fred H Gage,27-Jul-18
GSM3309353,X021618_36,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476788,SRX4476788,Fred H Gage,27-Jul-18
GSM3309354,X021618_37,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476789,SRX4476789,Fred H Gage,27-Jul-18
GSM3309355,X021618_38,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476790,SRX4476790,Fred H Gage,27-Jul-18
GSM3309356,X021618_39,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476791,SRX4476791,Fred H Gage,27-Jul-18
GSM3309357,X021618_40,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476792,SRX4476792,Fred H Gage,27-Jul-18
GSM3309358,X021618_41,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476793,SRX4476793,Fred H Gage,27-Jul-18
GSM3309359,X021618_42,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476794,SRX4476794,Fred H Gage,27-Jul-18
GSM3309360,X021618_43,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476795,SRX4476795,Fred H Gage,27-Jul-18
GSM3309361,X021618_44,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476796,SRX4476796,Fred H Gage,27-Jul-18
GSM3309362,X021618_45,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476797,SRX4476797,Fred H Gage,27-Jul-18
GSM3309363,X021618_46,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476798,SRX4476798,Fred H Gage,27-Jul-18
GSM3309364,X021618_47,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476799,SRX4476799,Fred H Gage,27-Jul-18
GSM3309365,X021618_48,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476800,SRX4476800,Fred H Gage,27-Jul-18
GSM3309366,X021618_49,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476801,SRX4476801,Fred H Gage,27-Jul-18
GSM3309367,X021618_50,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476802,SRX4476802,Fred H Gage,27-Jul-18
GSM3309368,X021618_51,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476803,SRX4476803,Fred H Gage,27-Jul-18
GSM3309369,X021618_52,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476804,SRX4476804,Fred H Gage,27-Jul-18
GSM3309370,X021618_53,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476805,SRX4476805,Fred H Gage,27-Jul-18
GSM3309371,X021618_54,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476806,SRX4476806,Fred H Gage,27-Jul-18
GSM3309372,X021618_55,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476807,SRX4476807,Fred H Gage,27-Jul-18
GSM3309373,X021618_56,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476808,SRX4476808,Fred H Gage,27-Jul-18
GSM3309374,X021618_57,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476809,SRX4476809,Fred H Gage,27-Jul-18
GSM3309375,X021618_58,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476810,SRX4476810,Fred H Gage,27-Jul-18
GSM3309376,X021618_59,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476811,SRX4476811,Fred H Gage,27-Jul-18
GSM3309377,X021618_60,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476812,SRX4476812,Fred H Gage,27-Jul-18
GSM3309378,X021618_61,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476813,SRX4476813,Fred H Gage,27-Jul-18
GSM3309379,X021618_62,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476814,SRX4476814,Fred H Gage,27-Jul-18
GSM3309380,X021618_63,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476815,SRX4476815,Fred H Gage,27-Jul-18
GSM3309381,X021618_64,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476816,SRX4476816,Fred H Gage,27-Jul-18
GSM3309382,X021618_65,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476817,SRX4476817,Fred H Gage,27-Jul-18
GSM3309383,X021618_66,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476818,SRX4476818,Fred H Gage,27-Jul-18
GSM3309384,X021618_67,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476819,SRX4476819,Fred H Gage,27-Jul-18
GSM3309385,X021618_68,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476820,SRX4476820,Fred H Gage,27-Jul-18
GSM3309386,X021618_69,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476821,SRX4476821,Fred H Gage,27-Jul-18
GSM3309387,X021618_70,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476822,SRX4476822,Fred H Gage,27-Jul-18
GSM3309388,X021618_71,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476823,SRX4476823,Fred H Gage,27-Jul-18
GSM3309389,X021618_72,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476824,SRX4476824,Fred H Gage,27-Jul-18
GSM3309390,X021618_73,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476825,SRX4476825,Fred H Gage,27-Jul-18
GSM3309391,X021618_74,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476826,SRX4476826,Fred H Gage,27-Jul-18
GSM3309392,X021618_75,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476827,SRX4476827,Fred H Gage,27-Jul-18
GSM3309393,X021618_76,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476828,SRX4476828,Fred H Gage,27-Jul-18
GSM3309394,X021618_77,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476829,SRX4476829,Fred H Gage,27-Jul-18
GSM3309395,X021618_78,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476830,SRX4476830,Fred H Gage,27-Jul-18
GSM3309396,X021618_79,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476831,SRX4476831,Fred H Gage,27-Jul-18
GSM3309397,X021618_80,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476832,SRX4476832,Fred H Gage,27-Jul-18
GSM3309398,X021618_81,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476833,SRX4476833,Fred H Gage,27-Jul-18
GSM3309399,X021618_82,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476834,SRX4476834,Fred H Gage,27-Jul-18
GSM3309400,X021618_83,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476835,SRX4476835,Fred H Gage,27-Jul-18
GSM3309401,X021618_84,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476836,SRX4476836,Fred H Gage,27-Jul-18
GSM3309402,X021618_85,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476837,SRX4476837,Fred H Gage,27-Jul-18
GSM3309403,X021618_86,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476838,SRX4476838,Fred H Gage,27-Jul-18
GSM3309404,X021618_87,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476839,SRX4476839,Fred H Gage,27-Jul-18
GSM3309405,X021618_88,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476840,SRX4476840,Fred H Gage,27-Jul-18
GSM3309406,X021618_89,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476841,SRX4476841,Fred H Gage,27-Jul-18
GSM3309407,X021618_90,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476842,SRX4476842,Fred H Gage,27-Jul-18
GSM3309408,X021618_91,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476843,SRX4476843,Fred H Gage,27-Jul-18
GSM3309409,X021618_92,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476844,SRX4476844,Fred H Gage,27-Jul-18
GSM3309410,X021618_93,5hrAA_validation,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476845,SRX4476845,Fred H Gage,27-Jul-18
GSM3309411,X021618_94,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476846,SRX4476846,Fred H Gage,27-Jul-18
GSM3309412,X021618_95,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476847,SRX4476847,Fred H Gage,27-Jul-18
GSM3309413,X021618_96,5hrAA_validation,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476848,SRX4476848,Fred H Gage,27-Jul-18
